Match,League,bookie_home,highest_odd_home,bookie_draw,highest_odd_draw,bookie_away,highest_odd_away,TotalBookies,average_odd_home,average_odd_draw,average_odd_away,Gametime,Time_scraped,url,std_home,std_draw,std_away,median_home,median_draw,median_away
Esteghlal F.C. - Tractor,Iran:Hazfi Cup 2022/2023,1xBet,1.96,1xBet,3.02,BetVictor,4.5,12,1.91,2.91,4.15,2023-01-12 12:30:00,2023-01-12 11:31:31.988631,https://www.betexplorer.com/soccer/iran/hazfi-cup/esteghlal-teh-tractor/EoJahnm3/,0.0342340429539032,0.0553432813255483,0.1743624751122578,1.91,2.9,4.1
Apollon Pontou - Panserraikos,Greece:Greek Cup 2022/2023,Pinnacle,11.26,Betsafe,4.75,Interwetten,1.43,14,8.14,4.37,1.36,2023-01-12 13:00:00,2023-01-12 11:31:57.689683,https://www.betexplorer.com/soccer/greece/greek-cup/apollon-pontou-panserraikos/xKSPcOm9/,1.0670303867059483,0.2208636892537323,0.0365022955773685,7.875,4.4,1.36
El Madina El Monowara - Al Aluminium,Egypt:Division 2 - Group A 2022/2023,Betfair Exchange,4.42,William Hill,3.25,Pinnacle,2.08,12,3.96,3.03,1.89,2023-01-12 13:30:00,2023-01-12 11:32:46.241993,https://www.betexplorer.com/soccer/egypt/division-2-group-a/el-madina-el-monowara-hammadi/4v4KMcWi/,0.2281546524937535,0.233718297153309,0.0771607923675481,3.95,3.125,1.88
Misr Lel Makkasa - El Gouna,Egypt:Division 2 - Group A 2022/2023,Betfair Exchange,2.56,1xBet,3.0,Pinnacle,3.01,12,2.4,2.91,2.83,2023-01-12 13:30:00,2023-01-12 11:32:55.987670,https://www.betexplorer.com/soccer/egypt/division-2-group-a/misr-lel-makkasa-el-gouna/Qm5GNwHo/,0.0657992815655722,0.0791383521933505,0.0926830702725773,2.4,2.9,2.8
Nasr Taadeen - Asyut Petroleum,Egypt:Division 2 - Group A 2022/2023,Pinnacle,3.19,Unibet,3.0,Betway,2.5,12,2.88,2.82,2.44,2023-01-12 13:30:00,2023-01-12 11:33:06.193130,https://www.betexplorer.com/soccer/egypt/division-2-group-a/nasr-taadeen-asyut-petroleum/fTdXJeGA/,0.1920759792847138,0.147799516134854,0.0463435785489994,2.89,2.835,2.45
Shoban Moslemen Qena - Tamya,Egypt:Division 2 - Group A 2022/2023,Pinnacle,2.54,Unibet,3.0,Betfair Exchange,3.09,12,2.4,2.85,2.9,2023-01-12 13:30:00,2023-01-12 11:33:15.031379,https://www.betexplorer.com/soccer/egypt/division-2-group-a/shoban-moslemen-qena-tamya/hEFzJFVG/,0.0931274786125302,0.1098311376062307,0.0909878446760218,2.45,2.875,2.9
Telephonaat Beni Suef - La Viena,Egypt:Division 2 - Group A 2022/2023,Pinnacle,7.24,Unibet,3.75,Pinnacle,1.56,12,6.34,3.47,1.5,2023-01-12 13:30:00,2023-01-12 11:33:24.031314,https://www.betexplorer.com/soccer/egypt/division-2-group-a/telephonaat-beni-suef-la-viena/06cTKy14/,0.5868476390982172,0.2200189385787808,0.0435802985790876,6.5,3.53,1.52
Al-Fateh - Al-Ettifaq,Saudi Arabia:Saudi Professional League 2022/2023,Interwetten,2.05,Betsafe,3.5,Pinnacle,3.83,16,1.97,3.35,3.44,2023-01-12 13:30:00,2023-01-12 11:33:33.532196,https://www.betexplorer.com/soccer/saudi-arabia/saudi-professional-league/al-fateh-al-ettifaq-fc/vmZ4AoST/,0.0417731971484108,0.117585075583596,0.1356404561085421,1.95,3.35,3.4
Al Taee - Al-Taawon,Saudi Arabia:Saudi Professional League 2022/2023,Pinnacle,2.61,Pinnacle,3.25,Pinnacle,2.83,16,2.51,3.09,2.64,2023-01-12 13:30:00,2023-01-12 11:33:43.380982,https://www.betexplorer.com/soccer/saudi-arabia/saudi-professional-league/al-taee-al-taawon/ID4FUlDo/,0.0536306815172061,0.0829457654133109,0.0648556088553642,2.5,3.1,2.635
Al Sailiya - Al Ahli Doha,Qatar:QSL 2022/2023,Pinnacle,2.24,Pinnacle,3.73,Pinnacle,3.02,16,2.18,3.49,2.83,2023-01-12 14:15:00,2023-01-12 11:34:14.740535,https://www.betexplorer.com/soccer/qatar/qsl/al-sailiya-al-ahli/On5bE85B/,0.0309232921921325,0.1211541717537342,0.0760263112349928,2.2,3.5,2.8
Al Wakra - Al Arabi,Qatar:QSL 2022/2023,Pinnacle,2.77,Pinnacle,3.7,Pinnacle,2.43,16,2.66,3.44,2.31,2023-01-12 14:15:00,2023-01-12 11:34:24.474279,https://www.betexplorer.com/soccer/qatar/qsl/al-wakra-al-arabi/xW6jGUza/,0.0525951518678291,0.1001249219725039,0.0399113601204803,2.65,3.4,2.3
Cruzeiro U20 - Parauapebas U20,Brazil:Copa Sao Paulo de juniores 2023,William Hill,1.14,1xBet,10.5,1xBet,27.0,12,1.06,9.02,20.31,2023-01-12 14:30:00,2023-01-12 11:34:33.729188,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/cruzeiro-esporte-clube-parauapebas/0QXTexKA/,0.027122058561364,1.0813697822949402,4.403805086788497,1.0550000000000002,9.155,20.5
Maccabi Yavne - Bnei Eilat,Israel:Liga Alef South 2022/2023,Betway,1.35,1xBet,4.9,Betfair Exchange,8.6,8,1.32,4.59,7.41,2023-01-12 14:30:00,2023-01-12 11:34:42.028115,https://www.betexplorer.com/soccer/israel/liga-alef-south/maccabi-yavne-bnei-eilat/hhMmm0A2/,0.0242097317438899,0.1660404903764273,0.7172168430816442,1.33,4.6,7.5
Doxa - Achnas,Cyprus:Cyprus Cup 2022/2023,Interwetten,2.1,Unibet,3.5,1xBet,3.5,14,2.0,3.19,3.41,2023-01-12 15:00:00,2023-01-12 11:35:06.931788,https://www.betexplorer.com/soccer/cyprus/cyprus-cup/doxa-achnas/CzhGBYmP/,0.0605877802933819,0.119819002694036,0.0908234611700143,2.0,3.175,3.4
Hyderabad - Chennaiyin,India:ISL 2022/2023,188BET,1.76,1xBet,4.2,Unibet,5.05,16,1.63,4.0,4.44,2023-01-12 15:00:00,2023-01-12 11:35:16.929255,https://www.betexplorer.com/soccer/india/isl/hyderabad-chennaiyin-fc/GOKoHHpk/,0.0462490063486264,0.1815031194027838,0.3492713002473443,1.62,4.0,4.4
Hapoel Kfar Shalem - Ironi Modiin,Israel:Liga Alef South 2022/2023,Betfair Exchange,1.39,Betfair Exchange,5.37,Betfair,8.0,9,1.33,4.91,6.57,2023-01-12 15:00:00,2023-01-12 11:35:25.991753,https://www.betexplorer.com/soccer/israel/liga-alef-south/hapoel-kfar-shalem-ironi-modiin/ADSUWvQL/,0.0375647588986154,0.2087529108246824,0.7974142238789352,1.35,4.91,6.5
Iraq - Yemen,Asia:Gulf Cup of Nations 2023,Interwetten,1.15,10Bet,8.25,Betfair Exchange,27.6,17,1.11,7.17,19.79,2023-01-12 16:00:00,2023-01-12 11:35:56.276517,https://www.betexplorer.com/soccer/asia/gulf-cup-of-nations/iraq-yemen/CUYRODjS/,0.0215229016193831,0.7849353663912493,3.6051058563229614,1.12,7.0,21.0
Saudi Arabia - Oman,Asia:Gulf Cup of Nations 2023,Pinnacle,3.13,1xBet,2.94,Unibet,2.75,17,2.89,2.78,2.57,2023-01-12 16:00:00,2023-01-12 11:36:05.825523,https://www.betexplorer.com/soccer/asia/gulf-cup-of-nations/saudi-arabia-oman/hOGfKXbq/,0.0960506912735022,0.0660993014112767,0.0939375574830554,2.88,2.8,2.55
Bahrain SC - Al-Muharraq,Bahrain:Bahrain Cup 2022/2023,BetVictor,6.5,Betway,4.0,1xBet,1.57,0,,,,2023-01-12 16:00:00,2023-01-12 11:36:15.023443,https://www.betexplorer.com/soccer/bahrain/bahrain-cup/bahrain-sc-al-muharraq/UqAycMjR/,0.4093409336970834,0.1277385723152675,0.0484325746343748,6.0,3.85,1.47
Ghazl El Mahallah - Enppi,Egypt:Premier League 2022/2023,Pinnacle,3.06,188BET,2.83,Pinnacle,2.85,17,2.84,2.72,2.68,2023-01-12 16:00:00,2023-01-12 11:36:38.776098,https://www.betexplorer.com/soccer/egypt/premier-league/ghazl-el-mahallah-enppi/KtuGHKXK/,0.1001799850856682,0.0679965397043459,0.0852159885577956,2.85,2.73,2.65
Great Olympics - Bibiani Gold Stars,Ghana:Premier League 2022/2023,1xBet,1.94,BetVictor,2.9,BetVictor,4.8,6,1.87,2.85,4.54,2023-01-12 16:00:00,2023-01-12 11:36:56.538191,https://www.betexplorer.com/soccer/ghana/premier-league/great-olympics-bibiani-gold-stars/bHBHrojI/,0.0504645089807347,0.0496990945591567,0.1956527536223294,1.865,2.84,4.5
Atlas U20 - Mazatlan U20,Mexico:Liga MX U20 2022/2023,Pinnacle,1.83,1xBet,3.78,Betway,4.33,11,1.68,3.65,4.05,2023-01-12 16:00:00,2023-01-12 11:37:12.123887,https://www.betexplorer.com/soccer/mexico/liga-mx-u20/atlas-mazatlan/dbdFfyji/,0.0663872934172852,0.1218270010376114,0.1721204652139151,1.67,3.69,4.0
Goias U20 - Porto Vitoria U20,Brazil:Copa Sao Paulo de juniores 2023,William Hill,1.67,Unibet,4.26,Unibet,7.0,13,1.59,3.76,4.73,2023-01-12 16:45:00,2023-01-12 11:37:34.627179,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/goias-porto-vitoria/pGb5xlJk/,0.0813034833832868,0.1750897205903597,0.7322454051295462,1.61,3.75,4.55
Gremio U20 - Picos U20,Brazil:Copa Sao Paulo de juniores 2023,Betfair,1.18,William Hill,7.5,1xBet,15.0,13,1.15,6.72,11.75,2023-01-12 16:45:00,2023-01-12 11:37:43.781946,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/gremio-picos/4bvLcbkb/,0.0213637603527622,0.4014221513441224,2.2684853186709497,1.15,6.75,12.0
Sport Recife U20 - Zumbi U20,Brazil:Copa Sao Paulo de juniores 2023,William Hill,1.4,Pinnacle,5.73,Pinnacle,11.97,12,1.28,4.81,8.66,2023-01-12 16:45:00,2023-01-12 11:37:53.220647,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/sport-recife-zumbi/vHWXfdZG/,0.0545782729553425,0.3883141496106971,1.4964956539944387,1.285,4.775,8.575
Esperance Tunis - Etoile Sahel,Tunisia:Ligue Professionnelle 1 2022/2023,Betfair Exchange,1.87,10Bet,3.0,Betfair Exchange,5.28,14,1.81,2.95,4.58,2023-01-12 17:00:00,2023-01-12 11:38:08.774600,https://www.betexplorer.com/soccer/tunisia/ligue-professionnelle-1/esperance-tunis-etoile-sahel/tfvWNdMD/,0.035649391591991,0.0724493001960757,0.282338157472268,1.83,2.97,4.65
Al Ahly - Al Masry,Egypt:Premier League 2022/2023,Betfair Exchange,1.58,Betsafe,4.0,Betfair Exchange,6.7,17,1.53,3.81,5.68,2023-01-12 18:00:00,2023-01-12 11:38:33.033773,https://www.betexplorer.com/soccer/egypt/premier-league/al-ahly-al-masry/bXwKGvmR/,0.0275600947663358,0.132944592616181,0.3847717046585967,1.55,3.85,5.7
Fiorentina - Sampdoria,Italy:Coppa Italia 2022/2023,Interwetten,1.53,188BET,4.3,Betfair Exchange,7.08,18,1.51,4.08,6.57,2023-01-12 18:00:00,2023-01-12 11:38:42.116385,https://www.betexplorer.com/soccer/italy/coppa-italia/fiorentina-sampdoria/UocoRTk8/,0.0143713585896538,0.1206260900252149,0.308201614684475,1.5,4.1,6.5
Leiknir - Fram,Iceland:Reykjavik Cup 2023,BetVictor,8.5,Pinnacle,7.56,Pinnacle,1.31,15,6.87,6.77,1.24,2023-01-12 18:30:00,2023-01-12 11:38:59.220640,https://www.betexplorer.com/soccer/iceland/reykjavik-cup/leiknir-reykjavik-fram/xp8lXJ0a/,1.1042515241426785,0.3953094026323225,0.0354964786985977,6.6,6.8,1.24
Valur - Fjolnir,Iceland:Reykjavik Cup 2023,10Bet,1.18,1xBet,8.0,Betsafe,14.5,14,1.15,7.27,11.4,2023-01-12 18:30:00,2023-01-12 11:39:09.028756,https://www.betexplorer.com/soccer/iceland/reykjavik-cup/valur-fjolnir/8A3pYaog/,0.0234871954828231,0.4898267242405418,2.753994202233198,1.15,7.375,11.0
Heracles - G.A. Eagles,Netherlands:KNVB Beker 2022/2023,bet365,2.2,Unibet,3.6,Unibet,3.25,18,2.16,3.45,3.06,2023-01-12 18:45:00,2023-01-12 11:39:20.172995,https://www.betexplorer.com/soccer/netherlands/knvb-beker/heracles-g-a-eagles/tpVeOgL9/,0.0355213274791688,0.0972648832638988,0.1130330508667057,2.15,3.45,3.095
Belo Jardim - Retro,Brazil:Campeonato Pernambucano 2023,Betfair,8.5,Betsafe,4.5,William Hill,1.44,16,7.66,4.06,1.37,2023-01-12 19:00:00,2023-01-12 11:39:29.066696,https://www.betexplorer.com/soccer/brazil/campeonato-pernambucano/belo-jardim-retro/O8CqZeZc/,0.4883970379380558,0.2311420919405781,0.0367820155329566,7.73,4.074999999999999,1.3650000000000002
Coritiba U20 - Vitoria da Conquista U20,Brazil:Copa Sao Paulo de juniores 2023,188BET,1.4,Pinnacle,4.63,Pinnacle,8.05,14,1.36,4.31,6.9,2023-01-12 19:00:00,2023-01-12 11:39:38.008310,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/coritiba-vitoria-da-conquista/vTfeaBQ2/,0.0325475138734228,0.1995929924555536,0.6658878234407005,1.36,4.315,7.0
Fluminense U20 - AC Guaratingueta U20,Brazil:Copa Sao Paulo de juniores 2023,10Bet,1.1,Betfair,9.5,bwin,26.0,8,1.08,8.55,19.99,2023-01-12 19:00:00,2023-01-12 11:39:47.466012,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/fluminense-ac-guaratingueta/SvlAy8Ye/,0.0175254916376932,0.8411800809407155,3.660417374718743,1.085,8.5,19.945
Novorizontino U20 - Flamengo SP U20,Brazil:Copa Sao Paulo de juniores 2023,Pinnacle,2.34,Betway,3.4,Pinnacle,2.99,10,2.21,3.23,2.85,2023-01-12 19:00:00,2023-01-12 11:39:57.757787,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/novorizontino-flamengo-sp/QP6DzSm2/,0.0695701085237043,0.1524612883470568,0.0954521404218423,2.2,3.275,2.85
Tanabi U20 - Chapecoense-SC U20,Brazil:Copa Sao Paulo de juniores 2023,Pinnacle,2.76,Betfair,3.25,Interwetten,2.55,14,2.6,3.17,2.41,2023-01-12 19:00:00,2023-01-12 11:40:07.719562,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/tanabi-chapecoense-sc/zNl6tcKN/,0.0841636292202069,0.083076159947655,0.0785619374886975,2.6,3.2,2.4
King Faisal - Hearts of Oak,Ghana:Premier League 2022/2023,BetVictor,4.2,1xBet,3.2,Betway,1.85,7,4.05,3.19,1.81,2023-01-12 19:00:00,2023-01-12 11:40:16.915882,https://www.betexplorer.com/soccer/ghana/premier-league/king-faisal-hearts-of-oak/p8WXpyXo/,0.0866025403784438,0.0188982236504614,0.0213808993529939,4.0,3.2,1.8
Ipora - Morrinhos,Brazil:Campeonato Goiano 2023,Betsafe,2.0,Pinnacle,3.08,1xBet,4.2,16,1.93,2.97,3.98,2023-01-12 19:30:00,2023-01-12 11:40:30.567049,https://www.betexplorer.com/soccer/brazil/campeonato-goiano/ipora-morrinhos/bLT3hAK2/,0.0396442513697341,0.0857515791885685,0.4405219442131496,1.915,2.975,4.0
Sao Jose MA - Maranhao,Brazil:Campeonato Maranhense 2023,BetVictor,7.0,1xBet,4.2,Betsafe,1.8,11,5.86,3.96,1.44,2023-01-12 19:30:00,2023-01-12 11:40:40.465505,https://www.betexplorer.com/soccer/brazil/campeonato-maranhense/sao-jose-ribamar-ec-maranhao/fiVP7Ll9/,1.038569387969034,0.1951513923446768,0.134689304665251,5.75,3.9,1.4449999999999998
Blauw Geel - Utrecht,Netherlands:KNVB Beker 2022/2023,Betsafe,21.0,Interwetten,9.5,Betfair Exchange,1.16,17,17.2,8.63,1.11,2023-01-12 20:00:00,2023-01-12 11:40:51.964993,https://www.betexplorer.com/soccer/netherlands/knvb-beker/blauw-geel-utrecht/p6DPL0aB/,2.488549955768005,0.5440270592318645,0.0200367309767659,17.0,8.5,1.11
Groningen - Spakenburg,Netherlands:KNVB Beker 2022/2023,10Bet,1.31,bet365,5.75,William Hill,11.0,18,1.28,5.26,9.1,2023-01-12 20:00:00,2023-01-12 11:41:02.765209,https://www.betexplorer.com/soccer/netherlands/knvb-beker/groningen-spakenburg/YTU12Cbj/,0.02226548077152,0.2530164426701117,0.9222323017009616,1.29,5.25,9.0
Urk - Katwijk,Netherlands:KNVB Beker 2022/2023,bet365,23.0,bet365,10.0,10Bet,1.15,17,16.65,8.99,1.11,2023-01-12 20:00:00,2023-01-12 11:41:13.307763,https://www.betexplorer.com/soccer/netherlands/knvb-beker/urk-katwijk/WEm51WDd/,4.064578698955157,0.5838563481663257,0.0215229016193831,16.5,8.8,1.1
Betis - Barcelona,Spain:Super Cup 2023,Betfair Exchange,7.27,1xBet,4.84,1xBet,1.52,18,6.38,4.63,1.47,2023-01-12 20:00:00,2023-01-12 11:41:21.722409,https://www.betexplorer.com/soccer/spain/super-cup/betis-barcelona/YLr8vbJA/,0.3093599760331671,0.1286379120566741,0.0209262633246365,6.5,4.630000000000001,1.48
Madrid C. W - Athletic Bilbao W,Spain:Copa de la Reina Women 2022/2023,Unibet,1.72,Pinnacle,4.05,Betfair Exchange,5.09,13,1.61,3.83,4.34,2023-01-12 20:00:00,2023-01-12 11:41:33.814741,https://www.betexplorer.com/soccer/spain/copa-de-la-reina-women/madrid-cff-athletic-bilbao/df4yjmCr/,0.0436918111203272,0.1171455373587782,0.3598147671603636,1.6,3.8,4.33
Royale Union SG - Gent,Belgium:Belgian Cup 2022/2023,Betsafe,2.15,Pinnacle,3.62,1xBet,3.46,18,2.1,3.4,3.25,2023-01-12 20:45:00,2023-01-12 11:41:44.218785,https://www.betexplorer.com/soccer/belgium/belgian-cup/royale-union-sg-gent/O0zJU7GG/,0.0454893509049276,0.1059164796129232,0.1251352209787946,2.1,3.4,3.275
Vitoria Setubal - Casa Pia,Portugal:Taça de Portugal 2022/2023,Unibet,6.4,ComeOn,3.9,188BET,1.65,18,5.57,3.66,1.59,2023-01-12 20:45:00,2023-01-12 11:41:55.810860,https://www.betexplorer.com/soccer/portugal/taca-de-portugal/vitoria-setubal-casa-pia/OprDsLGf/,0.4208954040809552,0.1381921083981621,0.0460178993308421,5.625,3.625,1.6
Fulham - Chelsea,England:Premier League 2022/2023,Pinnacle,3.77,Unibet,3.65,10Bet,2.15,18,3.64,3.46,2.09,2023-01-12 21:00:00,2023-01-12 11:42:04.619635,https://www.betexplorer.com/soccer/england/premier-league/fulham-chelsea/fRc3vCHs/,0.0821225769630911,0.0938083151964686,0.037906834536468,3.625,3.45,2.095
AS Roma - Genoa,Italy:Coppa Italia 2022/2023,188BET,1.53,Unibet,4.3,William Hill,7.5,18,1.5,4.05,6.77,2023-01-12 21:00:00,2023-01-12 11:42:14.757902,https://www.betexplorer.com/soccer/italy/coppa-italia/as-roma-genoa/p6BlsR0l/,0.0245282283691282,0.1154941075938027,0.4542713047295125,1.5,4.05,7.0
Feyenoord - Zwolle,Netherlands:KNVB Beker 2022/2023,Interwetten,1.35,bet365,6.5,BetVictor,10.0,18,1.29,5.51,8.42,2023-01-12 21:00:00,2023-01-12 11:42:26.162982,https://www.betexplorer.com/soccer/netherlands/knvb-beker/feyenoord-zwolle/YsAzHBDq/,0.0303358111463744,0.3692161808958189,0.907616464735421,1.3,5.5,8.25
Athletico-PR U20 - Guarani U20,Brazil:Copa Sao Paulo de juniores 2023,1xBet,1.84,Unibet,3.8,Betfair Exchange,4.23,14,1.76,3.56,3.82,2023-01-12 21:15:00,2023-01-12 11:42:37.260919,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/athletico-pr-guarani/AyuHbvzh/,0.0519773830781076,0.1636483095872646,0.2398225076276937,1.77,3.55,3.79
Palmeiras U20 - Sampaio Correa U20,Brazil:Copa Sao Paulo de juniores 2023,10Bet,1.09,Betfair,9.5,Betsafe,29.0,13,1.07,8.62,22.47,2023-01-12 21:15:00,2023-01-12 11:42:46.908995,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/palmeiras-sampaio-correa/YFTQ3RCt/,0.0119292787840544,2.1943584425428257,7.402351584081843,1.06,8.63,22.0
Cordino EC - Moto Club,Brazil:Campeonato Maranhense 2023,Interwetten,3.55,Betway,3.1,1xBet,2.55,9,2.77,2.97,2.36,2023-01-12 23:00:00,2023-01-12 11:43:00.964231,https://www.betexplorer.com/soccer/brazil/campeonato-maranhense/cordino-ec-moto-club/0UVL81Z2/,0.3211881351821984,0.0953939201416945,0.1675763055500931,2.79,2.97,2.3
Ceilandia U20 - Floresta EC U20,Brazil:Copa Sao Paulo de juniores 2023,Betsafe,3.1,Betway,3.2,Interwetten,2.5,12,2.98,3.03,2.24,2023-01-12 23:00:00,2023-01-12 11:43:11.314755,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/ceilandia-floresta-ec/WptDaKKo/,0.1805486144998133,0.1074785948533398,0.127617646649136,2.98,3.03,2.275
Mirassol U20 - Real Ariquemes U20,Brazil:Copa Sao Paulo de juniores 2023,188BET,1.68,Betsson,3.75,Betfair Exchange,5.28,13,1.63,3.58,4.54,2023-01-12 23:00:00,2023-01-12 11:43:21.518609,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/mirassol-real-ariquemes/UqlAuHZT/,0.0451209201579204,0.1189861013215086,0.4122779122425514,1.65,3.6,4.6
Bahia de Feira - Vitoria,Brazil:Campeonato Baiano 2023,Betsafe,4.2,Betsafe,3.2,10Bet,2.0,15,3.92,3.01,1.94,2023-01-12 23:15:00,2023-01-12 11:43:31.017604,https://www.betexplorer.com/soccer/brazil/campeonato-baiano/bahia-de-feira-vitoria/jVb19U54/,0.1727453396794032,0.0967470929795826,0.0388893424009837,3.95,3.0,1.94
Gremio Anapolis - Atletico GO,Brazil:Campeonato Goiano 2023,Unibet,7.8,Betsafe,3.75,Interwetten,1.53,16,6.99,3.51,1.47,2023-01-12 23:30:00,2023-01-12 11:43:40.506092,https://www.betexplorer.com/soccer/brazil/campeonato-goiano/gremio-anapolis-atletico-go/pxWFk84L/,0.5505296691974617,0.1277742149261736,0.0389657969677682,7.0,3.5,1.47
Flamengo RJ U20 - Avai U20,Brazil:Copa Sao Paulo de juniores 2023,Betway,1.8,1xBet,3.52,Betfair Exchange,4.61,13,1.75,3.4,4.0,2023-01-12 23:30:00,2023-01-12 11:43:49.609681,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/flamengo-rj-avai/Whzxyyro/,0.0311324712997662,0.0868316969184847,0.2358536051811019,1.75,3.4,4.0
Atletico GO U20 - Juazeirense U20,Brazil:Copa Sao Paulo de juniores 2023,BetVictor,1.6,Pinnacle,3.97,Pinnacle,5.39,11,1.55,3.71,5.12,2023-01-12 23:30:00,2023-01-12 11:43:58.963969,https://www.betexplorer.com/soccer/brazil/copa-sao-paulo-de-juniores/atletico-go-juazeirense/SxTU2oSn/,0.0406090003458705,0.1637847811777839,0.1705339209125801,1.55,3.75,5.0
Esteghlal F.C. - Tractor,Iran:Hazfi Cup 2022/2023,Pinnacle,1.98,1xBet,2.99,BetVictor,4.4,12,1.91,2.89,4.23,2023-01-12 12:30:00,2023-01-12 12:00:28.490267,https://www.betexplorer.com/soccer/iran/hazfi-cup/esteghlal-teh-tractor/EoJahnm3/,0.0380987552488942,0.0599241945370073,0.1447542326800425,1.9,2.89,4.275
Apollon Pontou - Panserraikos,Greece:Greek Cup 2022/2023,Pinnacle,9.69,1xBet,4.54,Interwetten,1.43,13,7.8,4.29,1.37,2023-01-12 13:00:00,2023-01-12 12:00:39.086577,https://www.betexplorer.com/soccer/greece/greek-cup/apollon-pontou-panserraikos/xKSPcOm9/,0.8313513426614856,0.2158296031187973,0.0329168115636444,7.825,4.33,1.38
El Madina El Monowara - Al Aluminium,Egypt:Division 2 - Group A 2022/2023,William Hill,4.0,William Hill,3.25,Pinnacle,2.1,12,3.65,3.04,1.97,2023-01-12 13:30:00,2023-01-12 12:01:00.302042,https://www.betexplorer.com/soccer/egypt/division-2-group-a/el-madina-el-monowara-hammadi/4v4KMcWi/,0.2111207467232192,0.1407770642476317,0.0893537403195351,3.7,3.1,2.0
Misr Lel Makkasa - El Gouna,Egypt:Division 2 - Group A 2022/2023,Betfair Exchange,2.9,Betway,3.0,Betfair,2.75,12,2.52,2.9,2.68,2023-01-12 13:30:00,2023-01-12 12:01:04.651326,https://www.betexplorer.com/soccer/egypt/division-2-group-a/misr-lel-makkasa-el-gouna/Qm5GNwHo/,0.1389871369675059,0.0970317036599456,0.0680240599146561,2.525,2.9,2.705
Nasr Taadeen - Asyut Petroleum,Egypt:Division 2 - Group A 2022/2023,Pinnacle,3.19,Unibet,3.0,Unibet,2.5,12,2.9,2.82,2.43,2023-01-12 13:30:00,2023-01-12 12:01:09.155646,https://www.betexplorer.com/soccer/egypt/division-2-group-a/nasr-taadeen-asyut-petroleum/fTdXJeGA/,0.1954695202156421,0.1477405588431041,0.0462208138868588,2.995,2.84,2.41
Shoban Moslemen Qena - Tamya,Egypt:Division 2 - Group A 2022/2023,Betfair Exchange,2.48,Unibet,3.0,Pinnacle,3.45,12,2.32,2.84,3.07,2023-01-12 13:30:00,2023-01-12 12:01:13.410899,https://www.betexplorer.com/soccer/egypt/division-2-group-a/shoban-moslemen-qena-tamya/hEFzJFVG/,0.0750101003299898,0.1370025436614114,0.1914695956558274,2.345,2.875,3.0
Telephonaat Beni Suef - La Viena,Egypt:Division 2 - Group A 2022/2023,10Bet,6.75,Unibet,3.75,Pinnacle,1.63,12,6.17,3.46,1.52,2023-01-12 13:30:00,2023-01-12 12:01:17.731755,https://www.betexplorer.com/soccer/egypt/division-2-group-a/telephonaat-beni-suef-la-viena/06cTKy14/,0.4314273350803648,0.2257848265025528,0.0559964825735158,6.115,3.52,1.525
Al-Fateh - Al-Ettifaq,Saudi Arabia:Saudi Professional League 2022/2023,188BET,2.08,Betsafe,3.5,Pinnacle,3.74,15,1.98,3.33,3.35,2023-01-12 13:30:00,2023-01-12 12:01:22.233166,https://www.betexplorer.com/soccer/saudi-arabia/saudi-professional-league/al-fateh-al-ettifaq-fc/vmZ4AoST/,0.0517042873786433,0.1151810169544733,0.1447238750172203,2.0,3.325,3.375
Al Taee - Al-Taawon,Saudi Arabia:Saudi Professional League 2022/2023,Pinnacle,2.61,Pinnacle,3.24,Pinnacle,2.84,16,2.5,3.08,2.64,2023-01-12 13:30:00,2023-01-12 12:01:26.898806,https://www.betexplorer.com/soccer/saudi-arabia/saudi-professional-league/al-taee-al-taawon/ID4FUlDo/,0.0550719226708734,0.0856324510140091,0.0654726405964098,2.5,3.1,2.635
Al Sailiya - Al Ahli Doha,Qatar:QSL 2022/2023,Pinnacle,2.24,Pinnacle,3.73,Pinnacle,3.02,16,2.17,3.5,2.84,2023-01-12 14:15:00,2023-01-12 12:01:42.839068,https://www.betexplorer.com/soccer/qatar/qsl/al-sailiya-al-ahli/On5bE85B/,0.0330403793359984,0.1199444315784049,0.0750749625374532,2.15,3.5,2.85
Al Wakra - Al Arabi,Qatar:QSL 2022/2023,Pinnacle,2.77,Pinnacle,3.7,Pinnacle,2.43,16,2.65,3.44,2.32,2023-01-12 14:15:00,2023-01-12 12:01:47.107997,https://www.betexplorer.com/soccer/qatar/qsl/al-wakra-al-arabi/xW6jGUza/,0.0501622367922325,0.1001249219725039,0.0393064880140671,2.65,3.4,2.3
